epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,1271.81,1.25189,2.12115,1.24957,0.89292,0.28816,0.30036,0.28479,1.14821,1.84184,1.19834,0.000917296,0.000917296,0.000917296
58,1295.89,1.25735,2.12749,1.24967,0.87566,0.28802,0.30026,0.28328,1.14974,1.83833,1.19121,0.000914405,0.000914405,0.000914405
59,1319.5,1.25706,2.1238,1.24563,0.90682,0.28542,0.30022,0.28433,1.14308,1.85466,1.20057,0.000911469,0.000911469,0.000911469
60,1341.73,1.26864,2.15528,1.25225,0.89499,0.2882,0.30146,0.28553,1.14477,1.85917,1.19713,0.000908488,0.000908488,0.000908488
61,1364.02,1.25031,2.12003,1.24763,0.89113,0.29009,0.30137,0.28549,1.13711,1.84377,1.19161,0.000905463,0.000905463,0.000905463
62,1386.06,1.26008,2.14054,1.25265,0.88063,0.28961,0.30036,0.28441,1.15008,1.82581,1.19563,0.000902395,0.000902395,0.000902395
63,1408.33,1.24339,2.09879,1.2452,0.88567,0.2891,0.29993,0.28482,1.14042,1.83032,1.19598,0.000899282,0.000899282,0.000899282
64,1448.32,1.25227,2.13611,1.24935,0.87602,0.29039,0.30033,0.28554,1.13455,1.83919,1.19357,0.000896127,0.000896127,0.000896127
65,1487.19,1.24326,2.10483,1.24343,0.90751,0.28744,0.30073,0.28613,1.12712,1.84324,1.19023,0.000892928,0.000892928,0.000892928
66,1528.29,1.2495,2.1218,1.24853,0.90233,0.28753,0.30099,0.28597,1.13102,1.83068,1.19157,0.000889687,0.000889687,0.000889687
67,1569.85,1.24721,2.11336,1.2497,0.91566,0.28627,0.3018,0.28692,1.13389,1.84791,1.202,0.000886404,0.000886404,0.000886404
68,1610.28,1.24489,2.11003,1.24705,0.89204,0.28838,0.3023,0.28691,1.13516,1.85719,1.20713,0.000883079,0.000883079,0.000883079
69,1642.79,1.26062,2.1492,1.25891,0.89682,0.28959,0.30207,0.28681,1.13417,1.85347,1.20143,0.000879713,0.000879713,0.000879713
70,1665.91,1.24617,2.11012,1.2448,0.89318,0.28978,0.30193,0.28656,1.12866,1.85953,1.20128,0.000876305,0.000876305,0.000876305
71,1689.51,1.25687,2.1361,1.25127,0.89012,0.28912,0.30199,0.28649,1.12942,1.85409,1.19942,0.000872857,0.000872857,0.000872857
72,1710.09,1.25022,2.1182,1.24699,0.89281,0.2901,0.30144,0.28646,1.12632,1.83713,1.19213,0.000869368,0.000869368,0.000869368
73,1730.51,1.24832,2.12239,1.24917,0.89226,0.28744,0.30064,0.28584,1.12693,1.84145,1.19012,0.000865839,0.000865839,0.000865839
74,1751.01,1.23885,2.10799,1.24539,0.89955,0.28805,0.30063,0.28553,1.13034,1.82934,1.1877,0.000862271,0.000862271,0.000862271
75,1771.38,1.24654,2.11549,1.24683,0.88803,0.28945,0.30038,0.28554,1.12659,1.83371,1.19118,0.000858664,0.000858664,0.000858664
